Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020121704001643,BBC,51,28,10,2700.0,27000.0
2020121704001636,BBC,57,41,20,2700.0,54000.0
2020121704001486,BBC,46,46,80,2653.0,212240.0
2020121704001480,BBC,22,46,10,2653.0,26530.0
2020121704001478,BBC,35,46,10,2653.0,26530.0
2020121704001464,BBC,36,37,48,2695.0,129360.0
2020121704001236,BBC,38,49,10,2752.0,27520.0
2020121704001235,BBC,52,49,10,2755.0,27550.0
2020121704001234,BBC,28,49,20,2756.0,55120.0
2020121704001185,BBC,28,21,30,2756.0,82680.0
2020121704001158,BBC,34,50,19,2750.0,52250.0
2020121704001295,BBC,21,34,50,2750.0,137500.0
2020121704001294,BBC,22,34,10,2750.0,27500.0
2020121704001240,BBC,48,49,20,2750.0,55000.0
2020121704001239,BBC,45,49,20,2750.0,55000.0
2020121704001238,BBC,13,49,10,2751.0,27510.0
2020121704001237,BBC,57,49,10,2751.0,27510.0
2020121704001339,BBC,53,34,10,2744.0,27440.0
2020121704001338,BBC,28,34,13,2745.0,35685.0
2020121704001312,BBC,28,41,25,2745.0,68625.0
2020121704001311,BBC,39,6,20,2750.0,55000.0
2020121704001297,BBC,28,34,12,2745.0,32940.0
2020121704001296,BBC,49,34,10,2750.0,27500.0
2020121704001345,BBC,25,34,50,2700.0,135000.0
2020121704001344,BBC,14,34,10,2710.0,27100.0
2020121704001343,BBC,33,34,10,2715.0,27150.0
2020121704001342,BBC,58,34,20,2715.0,54300.0
2020121704001341,BBC,47,34,20,2744.0,54880.0
2020121704001340,BBC,26,34,25,2744.0,68600.0
2020121704001442,BBC,49,26,10,2695.0,26950.0
2020121704001441,BBC,14,26,10,2695.0,26950.0
2020121704001440,BBC,41,26,10,2696.0,26960.0
2020121704001417,BBC,28,55,15,2696.0,40440.0
2020121704001347,BBC,34,34,10,2700.0,27000.0
2020121704001346,BBC,55,34,10,2700.0,27000.0
2020121704001463,BBC,38,37,10,2695.0,26950.0
2020121704001462,BBC,50,37,10,2697.0,26970.0
2020121704001451,BBC,41,49,10,2695.0,26950.0
2020121704001445,BBC,41,26,50,2695.0,134750.0
2020121704001444,BBC,22,26,10,2695.0,26950.0
2020121704001443,BBC,33,26,10,2695.0,26950.0
2020121704001635,CMF1,48,1,500,10.14,5070.0
2020121704001634,CMF1,48,38,"1,700",10.05,17085.0
2020121704001629,CMF1,48,38,300,10.05,3015.0
2020121704001628,CMF1,48,29,"2,000",10.04,20080.0
2020121704001627,CMF1,48,43,"2,700",9.93,26811.0
2020121704001597,CMF1,48,29,"3,000",10.04,30120.0
2020121704001596,CMF1,48,45,"2,000",10.0,20000.0
2020121704001646,GIC,57,32,10,571.0,5710.0
2020121704001645,GIC,57,10,10,571.0,5710.0
2020121704001641,GIC,26,38,10,570.0,5700.0
2020121704001639,GIC,26,38,10,570.0,5700.0
2020121704001637,GIC,26,46,10,570.0,5700.0
2020121704001633,GIC,26,38,10,570.0,5700.0
2020121704001157,GIC,22,21,10,570.0,5700.0
